host_id,host_name,host_since_year,host_since_anniversary,Customer Since,Age in years,id,neighbourhood_cleansed,city,city_translated,state,state_translated,zipcode,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,guests_included,extra_people,minimum_nights,customers @ 50% review rate,"Daily Rev per 2 guests, unless limited to 1",Min Nights,Total Rev,host_response_time,host_response_rate,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,zipcode_prefix,zipcode_dummy,Zipcode_mapped_values
4319538,Le Jardin,2012,12/4,12/4/12,4.61,3614833,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016 HJ,Netherlands,52.36963673,4.882117683,Apartment,Entire home/apt,2,1,1,2,Real Bed,175,1,0,2,4,175,350,"1,400",within a day,0.93,2,90,10,10,10,10,10,8,1016,9,City Center
4320278,Max,2012,12/4,12/4/12,4.61,2923611,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1019 AJ,Netherlands,52.36630873,4.950910438,Loft,Private room,2,1.5,1,1,Real Bed,99,2,0,1,62,99,99,"6,138",within an hour,1,31,93,10,9,10,10,8,9,1019,12,City Center
4320526,Hella,2012,12/4,12/4/12,4.61,3494290,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1057,Netherlands,52.36962107,4.852740146,Apartment,Private room,2,1,1,1,Real Bed,75,2,35,2,18,75,150,"2,700",within a day,0.83,9,82,8,10,8,9,7,7,1057,33,West
4322943,Hinke,2012,12/4,12/4/12,4.61,823371,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1072 JZ,Netherlands,52.35066507,4.887999662,Apartment,Entire home/apt,4,1,2,4,Real Bed,240,3,0,1,82,240,240,"19,680",within a few hours,1,41,98,10,10,10,10,9,9,1072,47,South
4324715,Rik,2012,12/4,12/4/12,4.61,823702,Watergraafsmeer,Amsterdam,Amsterdam,North Holland,North Holland,1097 AL,Netherlands,52.35233935,4.928288736,Apartment,Entire home/apt,4,1,3,3,Real Bed,135,4,15,3,18,135,405,"7,290",within an hour,1,9,95,10,9,10,10,9,10,1097,66,East
4325516,Oma & Henk,2012,12/4,12/4/12,4.61,861495,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1017 VK,Netherlands,52.36182515,4.896581511,Apartment,Entire home/apt,3,1,1,2,Real Bed,149,2,75,5,8,149,745,"5,960",within a day,0.71,4,98,10,10,10,10,10,9,1017,10,City Center
4332324,Synco,2012,12/5,12/5/12,4.6,852145,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1015 BR,Netherlands,52.37618243,4.890580497,Apartment,Entire home/apt,4,2,2,2,Real Bed,195,1,0,2,42,195,390,"16,380",within a few hours,1,21,94,9,10,10,10,10,9,1015,8,City Center
4334644,Gilean,2012,12/5,12/5/12,4.6,3649154,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1073 GE,Netherlands,52.35399169,4.896708141,Apartment,Entire home/apt,2,1,1,1,Real Bed,159,1,0,2,10,159,318,"3,180",within a day,0.62,5,96,10,10,10,10,10,9,1073,48,South
4346522,Martijn,2012,12/7,12/7/12,4.6,829306,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1057 KB,Netherlands,52.36894121,4.86379391,House,Entire home/apt,3,1,2,3,Real Bed,130,2,25,3,2,130,390,780,within a few hours,1,1,100,10,10,10,10,10,10,1057,33,West
4348783,Yolanda,2012,12/7,12/7/12,4.6,1081452,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1091,Netherlands,52.35682231,4.906430541,Apartment,Private room,2,1,1,1,Pull-out Sofa,70,1,0,1,22,70,70,"1,540",within a few hours,0.69,11,96,10,10,10,10,10,9,1091,60,East
4349186,Luuk,2012,12/7,12/7/12,4.6,5024359,Zuid,Amsterdam,Amsterdam,Noord-Holland,North Holland,1075 RR,Netherlands,52.35099992,4.853798592,Apartment,Entire home/apt,5,1,2,3,Real Bed,225,5,75,3,2,225,675,"1,350",within a few hours,1,1,80,10,8,10,10,6,8,1075,50,South
4349261,PhilDutch,2012,12/7,12/7/12,4.6,1559348,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1017 ZS,Netherlands,52.35943104,4.894228848,Apartment,Shared room,5,1,1,4,Real Bed,90,2,45,3,62,90,270,"16,740",within a few hours,0.75,31,91,9,9,9,9,9,9,1017,10,City Center
4349261,PhilDutch,2012,12/7,12/7/12,4.6,1927060,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1017 ZS,Netherlands,52.35715475,4.894567019,Apartment,Private room,5,1,1,4,Real Bed,150,3,50,3,10,150,450,"4,500",within a few hours,0.75,5,95,9,10,10,10,10,9,1017,10,City Center
4349261,PhilDutch,2012,12/7,12/7/12,4.6,3664578,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1017 ZS,Netherlands,52.35941448,4.893850425,Boat,Private room,2,1,1,2,Real Bed,180,4,40,3,12,180,540,"6,480",within a few hours,0.75,6,93,9,9,9,10,10,10,1017,10,City Center
4350024,Bianca,2012,12/7,12/7/12,4.6,3305733,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1019 XC,Netherlands,52.37111262,4.94124337,House,Entire home/apt,4,1,3,3,Real Bed,140,1,0,2,6,140,280,"1,680",within a few hours,1,3,93,9,9,10,10,9,9,1019,12,City Center
4350684,Maria Carmem,2012,12/7,12/7/12,4.6,928571,Geuzenveld - Slotermeer,Amsterdam,Amsterdam,North Holland,North Holland,1063 AZ,Netherlands,52.38193804,4.824502757,Bed & Breakfast,Private room,2,1,1,1,Real Bed,60,1,35,2,20,95,190,"3,800",within a day,0.8,10,84,8,8,9,10,7,8,1063,39,West
4353603,Inge,2012,12/8,12/8/12,4.6,848256,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1054 WT,Netherlands,52.35206158,4.850749695,Apartment,Entire home/apt,2,1,1,1,Real Bed,97,1,0,2,16,97,194,"3,104",within a few hours,1,8,89,9,9,10,9,9,9,1054,30,West
4355186,Nanne,2012,12/8,12/8/12,4.6,1468473,Bos en Lommer,Amsterdam,Amsterdam,North Holland,North Holland,1055,Netherlands,52.37673834,4.85032375,Apartment,Entire home/apt,2,1,1,1,Real Bed,89,1,0,3,60,89,267,"16,020",within an hour,1,30,90,9,9,9,10,8,8,1055,31,West
4356084,Cornelis,2012,12/8,12/8/12,4.6,832035,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1012,Netherlands,52.37853328,4.887713586,Apartment,Entire home/apt,2,1,1,1,Real Bed,120,2,15,1,176,120,120,"21,120",within a few hours,1,88,95,10,10,10,10,10,9,1012,5,City Center
4362519,Sol,2012,12/9,12/9/12,4.59,833762,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1017 TB,Netherlands,52.36397369,4.888365442,Apartment,Entire home/apt,2,1,1,1,Real Bed,175,2,0,3,26,175,525,"13,650",within a few hours,1,13,97,10,10,10,10,10,9,1017,10,City Center
4364112,Floris,2012,12/9,12/9/12,4.59,834156,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1072,Netherlands,52.34797089,4.893243657,Apartment,Entire home/apt,6,1,3,6,Real Bed,295,1,0,3,18,295,885,"15,930",within a few hours,1,9,93,9,9,9,10,9,10,1072,47,South
4364832,Jennifer,2012,12/9,12/9/12,4.59,2489956,Oud-Noord,Amsterdam,Amsterdam,North Holland,North Holland,1031 GN,Netherlands,52.38754853,4.908352655,House,Entire home/apt,2,1,1,2,Real Bed,75,2,15,3,38,75,225,"8,550",within a day,0.93,19,96,9,9,9,10,9,9,1031,20,North
4372072,Robert & Sasha,2012,12/10,12/10/12,4.59,836528,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1056,Netherlands,52.37332804,4.862169491,Apartment,Entire home/apt,2,1,1,1,Real Bed,69,1,0,3,24,69,207,"4,968",N/A,N/A,12,98,10,9,10,10,9,10,1056,32,West
4373419,Yunfei,2012,12/10,12/10/12,4.59,4524356,Bos en Lommer,Amsterdam,Amsterdam,North Holland,North Holland,1061,Netherlands,52.37639199,4.838102819,Apartment,Private room,2,1,1,1,Real Bed,80,0,0,2,2,80,160,320,within a few hours,1,1,100,10,10,10,10,8,10,1061,37,West
4379822,Ben & Julia,2012,12/11,12/11/12,4.59,1397086,Slotervaart,Amsterdam,Amsterdam,North Holland,North Holland,1061,Netherlands,52.36724511,4.837356548,Apartment,Entire home/apt,4,1.5,2,3,Real Bed,70,2,0,3,4,70,210,840,within a few hours,1,2,100,10,9,10,10,8,10,1061,37,West
4380242,Paul,2012,12/11,12/11/12,4.59,3957421,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1011 TJ,Netherlands,52.37072342,4.907746266,Apartment,Entire home/apt,2,1,1,1,Real Bed,235,1,0,2,34,235,470,"15,980",within a few hours,1,17,99,9,10,10,10,10,10,1011,4,City Center
4380449,Alco,2012,12/11,12/11/12,4.59,1567891,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1059,Netherlands,52.34909417,4.846540056,Apartment,Entire home/apt,4,1,1,2,Airbed,75,2,25,2,80,75,150,"12,000",within an hour,1,40,97,10,9,10,10,9,10,1059,35,West
4383642,Mariah,2012,12/11,12/11/12,4.59,839167,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1078,Netherlands,52.34727503,4.886016424,Apartment,Entire home/apt,2,1,1,1,Real Bed,130,1,0,2,48,130,260,"12,480",within a few hours,1,24,97,10,10,10,10,10,9,1078,53,South
4386675,Amsterdam,2012,12/12,12/12/12,4.59,839727,Noord-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1026,Netherlands,52.37439587,4.979868851,Boat,Entire home/apt,12,1,3,7,Real Bed,300,6,43,2,6,300,600,"3,600",within a day,1,3,100,9,10,10,10,8,9,1026,18,North
4387825,Juri,2012,12/12,12/12/12,4.59,840091,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1072 HS,Netherlands,52.34770828,4.893015758,Apartment,Entire home/apt,4,1,1,2,Real Bed,150,2,40,2,88,150,300,"26,400",within a few hours,0.71,44,79,9,6,9,9,9,8,1072,47,South
4388284,Nicoline,2012,12/12,12/12/12,4.59,840198,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1016,Netherlands,52.37128186,4.882092573,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,1,0,1,56,150,150,"8,400",within a few hours,1,28,98,10,10,10,10,10,9,1016,9,City Center
4390391,Ren̩e,2012,12/12,12/12/12,4.59,2962310,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1017wj,Netherlands,52.3610156,4.900416269,Loft,Entire home/apt,3,1,2,2,Real Bed,149,2,25,3,2,149,447,894,within a few hours,0.9,1,100,10,8,8,10,10,10,1017,10,City Center
4394276,Rachel,2012,12/13,12/13/12,4.58,841419,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1072 SN,Netherlands,52.35084355,4.889288317,Apartment,Entire home/apt,3,1,2,1,Real Bed,125,2,25,2,8,125,250,"2,000",within a few hours,1,4,100,10,10,10,10,10,10,1072,47,South
4398628,Jolanda & Jeroen,2012,12/13,12/13/12,4.58,842514,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1071,Netherlands,52.35383866,4.881914841,Apartment,Entire home/apt,5,1,3,5,Real Bed,180,2,40,3,6,180,540,"3,240",within a day,1,3,100,10,10,10,9,10,8,1071,46,South
4402188,Angelique,2012,12/14,12/14/12,4.58,3450188,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1017 NL,Netherlands,52.36763079,4.884864289,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,2,0,4,22,125,500,"11,000",within an hour,1,11,91,9,10,10,10,10,9,1017,10,City Center
4402188,Angelique,2012,12/14,12/14/12,4.58,843138,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1012,Netherlands,52.37013751,4.892840774,Apartment,Entire home/apt,2,1,1,1,Real Bed,150,2,0,3,64,150,450,"28,800",within an hour,1,32,95,9,9,10,10,10,9,1012,5,City Center
4402537,Berthe,2012,12/14,12/14/12,4.58,2408774,Watergraafsmeer,Amsterdam,Amsterdam,North Holland,North Holland,1097 HG,Netherlands,52.34523444,4.935513442,Apartment,Private room,2,1,1,1,Real Bed,57,1,0,3,54,57,171,"9,234",within an hour,1,27,96,10,10,10,10,9,9,1097,66,East
4403449,Sebastian,2012,12/14,12/14/12,4.58,843475,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1017 WD,Netherlands,52.36210059,4.898376479,Apartment,Entire home/apt,2,1,1,1,Real Bed,169,2,50,2,46,169,338,"15,548",within a day,0.5,23,94,10,9,9,10,10,9,1017,10,City Center
4412823,Evi,2012,12/15,12/15/12,4.58,2470133,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1074,Netherlands,52.35663389,4.900254332,Apartment,Private room,2,1,1,1,Real Bed,90,1,0,1,4,90,90,360,within a few hours,1,2,83,8,8,10,10,8,6,1074,49,South
4415881,Vera,2012,12/16,12/16/12,4.57,1077920,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1052CB,Netherlands,52.38120509,4.877799293,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,2,20,2,86,100,200,"17,200",within a few hours,1,43,94,10,10,10,9,9,9,1052,28,West
4415881,Vera,2012,12/16,12/16/12,4.57,995087,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1052,Netherlands,52.38094218,4.878214814,Bed & Breakfast,Private room,2,1,1,2,Real Bed,75,1,0,3,46,75,225,"10,350",within a few hours,1,23,90,9,9,10,10,9,9,1052,28,West
4416063,Jidde,2012,12/16,12/16/12,4.57,2169363,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1059,Netherlands,52.34971683,4.850828485,Apartment,Entire home/apt,2,1,2,1,Real Bed,65,2,0,1,12,65,65,780,within a few hours,0.83,6,97,10,9,10,10,10,10,1059,35,West
4416629,Sarah,2012,12/16,12/16/12,4.57,1812527,Watergraafsmeer,Amsterdam,Amsterdam,North Holland,North Holland,1097,Netherlands,52.34941479,4.934923386,House,Entire home/apt,5,1,4,5,Real Bed,140,1,0,5,2,140,700,"1,400",within a day,0.67,1,97,10,10,10,10,8,10,1097,66,East
4418792,Bastiaan,2012,12/16,12/16/12,4.57,846281,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1015,Netherlands,52.37597955,4.887674965,Bed & Breakfast,Private room,2,1,1,1,Real Bed,85,2,25,2,166,85,170,"28,220",within a day,0.88,83,91,9,9,9,9,10,9,1015,8,City Center
4419885,Anne-Cecile & Jeroen,2012,12/16,12/16/12,4.57,846458,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1053,Netherlands,52.36613634,4.874132216,Apartment,Entire home/apt,5,1,2,2,Real Bed,220,1,0,3,32,220,660,"21,120",within a day,0.7,16,97,9,9,9,9,9,9,1053,29,West
4419885,Anne-Cecile & Jeroen,2012,12/16,12/16/12,4.57,1592204,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1053,Netherlands,52.3681537,4.874943901,Apartment,Private room,2,1,1,1,Real Bed,100,2,25,1,2,100,100,200,within a day,0.7,1,83,8,6,10,10,8,8,1053,29,West
4423738,Klaar,2012,12/17,12/17/12,4.57,847154,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1092,Netherlands,52.35694383,4.923493053,Apartment,Entire home/apt,2,1,1,1,Real Bed,107,2,45,1,76,107,107,"8,132",within a few hours,1,38,96,9,9,10,10,9,9,1092,61,East
4425387,Mirko,2012,12/17,12/17/12,4.57,847573,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1011 BW,Netherlands,52.37487799,4.902929502,Boat,Entire home/apt,4,1,1,2,Real Bed,158,2,47,3,26,158,474,"12,324",within a day,1,13,95,10,9,10,10,10,9,1011,4,City Center
4425869,Bas,2012,12/17,12/17/12,4.57,1491346,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1019,Netherlands,52.36691544,4.939209811,Apartment,Entire home/apt,3,1,1,1,Real Bed,90,0,0,4,30,90,360,"10,800",within a few hours,0.9,15,93,9,9,10,10,9,9,1019,12,City Center
4428275,Sasja & Geert,2012,12/17,12/17/12,4.57,2782867,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1076,Netherlands,52.34654846,4.857515297,Apartment,Entire home/apt,2,1,1,1,Real Bed,89,2,0,2,14,89,178,"2,492",within a day,1,7,100,10,10,9,10,7,9,1076,51,South
4434318,Kirsten,2012,12/18,12/18/12,4.57,2517394,Oud-Noord,Amsterdam,Amsterdam,North Holland,North Holland,1031 XG,Netherlands,52.39198998,4.909104548,House,Entire home/apt,2,1,2,1,Real Bed,79,1,0,1,10,79,79,790,within a few hours,0.88,5,72,8,8,8,8,7,8,1031,20,North
4436627,Laura,2012,12/18,12/18/12,4.57,4839089,Centrum-Oost,Amsterdam,Amsterdam,Noord-Holland,North Holland,1018 MS,Netherlands,52.36559387,4.922171132,Apartment,Entire home/apt,2,1,1,1,Real Bed,90,2,10,2,2,90,180,360,within a day,0.7,1,100,10,10,10,10,10,10,1018,11,City Center
4436884,Elza,2012,12/18,12/18/12,4.57,1449631,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1052,Netherlands,52.37806249,4.871129814,Apartment,Entire home/apt,4,1,1,1,Real Bed,100,1,30,1,34,130,130,"4,420",within a day,0.8,17,98,9,9,9,10,9,9,1052,28,West
4438341,Neletta,2012,12/18,12/18/12,4.57,1121218,IJburg - Zeeburgereiland,Amsterdam,Amsterdam,North Holland,North Holland,1087,Netherlands,52.34761015,4.999881112,Villa,Entire home/apt,9,2,5,9,Real Bed,300,6,20,5,24,300,"1,500","36,000",within a day,0.8,12,92,10,10,10,9,9,9,1087,59,East
4443157,Arne,2012,12/19,12/19/12,4.57,1008223,Slotervaart,Amsterdam,Amsterdam,North Holland,North Holland,1062 JP,Netherlands,52.36561239,4.840382499,Apartment,Private room,3,1,1,1,Real Bed,49,2,20,1,224,49,49,"10,976",within an hour,0.95,112,88,9,9,9,9,8,9,1062,38,West
4443833,Harry & Anna,2012,12/19,12/19/12,4.57,851044,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1076 CZ,Netherlands,52.33968373,4.846183375,Boat,Entire home/apt,4,1,2,3,Real Bed,95,2,30,1,302,95,95,"28,690",within an hour,0.95,151,95,9,10,10,10,9,9,1076,51,South
4450008,Dirk,2012,12/20,12/20/12,4.56,4721855,Westerpark,Amsterdam,Amsterdam,Noord-Holland,North Holland,1013 ST,Netherlands,52.38841234,4.878512565,Apartment,Entire home/apt,4,2,2,4,Real Bed,145,2,35,2,2,145,290,580,within a day,1,1,100,10,10,10,10,10,10,1013,6,City Center
4452694,Daniel,2012,12/20,12/20/12,4.56,852882,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1071,Netherlands,52.35135038,4.883104873,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,1,0,3,24,110,330,"7,920",within a few hours,0.9,12,97,10,10,10,10,9,9,1071,46,South
4459863,Bart,2012,12/21,12/21/12,4.56,4232124,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1053 WL,Netherlands,52.37165777,4.870720712,Apartment,Private room,2,1,1,1,Real Bed,69,1,0,3,60,69,207,"12,420",within an hour,0.9,30,95,10,9,9,10,9,9,1053,29,West
4473576,Hans,2012,12/23,12/23/12,4.56,1018639,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1017,Netherlands,52.36195578,4.887805697,Apartment,Entire home/apt,4,1,1,1,Real Bed,125,2,30,2,30,125,250,"7,500",within a day,0.9,15,92,9,9,10,10,10,8,1017,10,City Center
4475783,L̩onie,2012,12/23,12/23/12,4.56,856231,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1091 JC,Netherlands,52.35636835,4.913355774,Apartment,Entire home/apt,2,1,1,1,Pull-out Sofa,119,2,20,4,14,119,476,"6,664",within a few hours,1,7,97,9,10,10,10,9,9,1091,60,East
4475783,L̩onie,2012,12/23,12/23/12,4.56,968724,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1091,Netherlands,52.35624072,4.911706616,Apartment,Private room,2,1,1,1,Pull-out Sofa,99,2,0,5,36,99,495,"17,820",within a few hours,1,18,95,10,10,10,10,9,9,1091,60,East
4489932,Thomas,2012,12/25,12/25/12,4.55,1036888,Westerpark,Amsterdam,Amsterdam,North Holland,North Holland,1051 EX,Netherlands,52.38465181,4.87261977,Apartment,Entire home/apt,2,1,1,1,Real Bed,85,2,0,2,46,85,170,"7,820",within a day,0.9,23,95,10,9,10,10,10,9,1051,27,West
4493982,Paul,2012,12/26,12/26/12,4.55,3095964,Oud-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1018 WG,Netherlands,52.36062214,4.917304134,Apartment,Entire home/apt,4,1,2,2,Real Bed,130,1,0,3,22,130,390,"8,580",within a few hours,0.9,11,87,9,9,10,10,9,9,1018,11,City Center
4494136,Angie,2012,12/26,12/26/12,4.55,858666,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1019 SZ,Netherlands,52.37984305,4.929372884,Boat,Entire home/apt,3,1,1,2,Real Bed,120,2,30,2,180,120,240,"43,200",within a few hours,1,90,98,10,10,10,10,9,10,1019,12,City Center
4502294,Geert,2012,12/27,12/27/12,4.54,3780448,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1058DP,Netherlands,52.36086262,4.849407949,Apartment,Entire home/apt,2,1,2,2,Real Bed,85,1,0,3,4,85,255,"1,020",within a day,0.8,2,100,10,10,10,10,10,10,1058,34,West
4503744,Roelie,2012,12/27,12/27/12,4.54,1601017,De Pijp - Rivierenbuurt,Amsterdam,Amsterdam,North Holland,North Holland,1091,Netherlands,52.34822161,4.910620847,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,2,60,2,28,99,198,"5,544",within a few hours,1,14,91,9,9,10,9,9,9,1091,60,East
4503948,Dorien,2012,12/27,12/27/12,4.54,860014,Zuid,Amsterdam,Amsterdam,North Holland,North Holland,1077,Netherlands,52.34903817,4.878461906,Apartment,Entire home/apt,2,1,1,1,Real Bed,125,1,0,2,30,125,250,"7,500",within a few hours,1,15,97,10,10,10,10,10,10,1077,52,South
4513819,Ron,2012,12/28,12/28/12,4.54,861480,Centrum-Oost,Amsterdam,Amsterdam,North Holland,North Holland,1018 AD,Netherlands,52.36887104,4.91621396,Loft,Entire home/apt,2,1,0,1,Real Bed,120,2,0,3,144,120,360,"51,840",within an hour,1,72,97,10,10,10,10,9,9,1018,11,City Center
4520222,Yan,2012,12/29,12/29/12,4.54,1986095,Bos en Lommer,Amsterdam,Amsterdam,North Holland,North Holland,1055 TT,Netherlands,52.38101942,4.855275504,Apartment,Private room,2,1,1,1,Real Bed,70,0,0,1,8,70,70,560,within a day,1,4,85,9,8,9,10,7,8,1055,31,West
4520552,Simone,2012,12/29,12/29/12,4.54,862411,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1015,Netherlands,52.38242361,4.88492646,Apartment,Entire home/apt,2,1,1,1,Real Bed,160,2,20,2,40,160,320,"12,800",within a few hours,0.84,20,97,10,9,10,10,10,9,1015,8,City Center
4520718,Jorien,2012,12/29,12/29/12,4.54,862432,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1015,Netherlands,52.37989736,4.882251545,Apartment,Entire home/apt,2,1,1,1,Real Bed,109,1,0,3,26,109,327,"8,502",within a day,0.67,13,98,10,10,10,10,10,10,1015,8,City Center
4521367,Erik,2012,12/29,12/29/12,4.54,862523,De Aker - Nieuw Sloten,Amsterdam,Amsterdam,North Holland,North Holland,1060 RG,Netherlands,52.34879738,4.783316223,Apartment,Entire home/apt,3,1,2,2,Real Bed,130,0,0,1,40,130,130,"5,200",within a few hours,0.93,20,91,9,9,10,10,9,9,1060,36,West
4521786,Neill,2012,12/29,12/29/12,4.54,1018336,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1015,Netherlands,52.37792084,4.894457783,Boat,Entire home/apt,4,1,2,4,Real Bed,249,3,0,2,56,249,498,"27,888",within an hour,1,28,97,9,10,10,10,10,9,1015,8,City Center
4521818,Nils,2012,12/29,12/29/12,4.54,862597,Oostelijk Havengebied - Indische Buurt,Amsterdam,Amsterdam,North Holland,North Holland,1095 VA,Netherlands,52.3643034,4.940494086,Apartment,Entire home/apt,3,1,1,2,Real Bed,86,0,0,2,108,86,172,"18,576",within a day,0.75,54,96,10,10,10,10,9,9,1095,64,East
4522193,Ram,2012,12/29,12/29/12,4.54,881491,De Baarsjes - Oud-West,Amsterdam,Amsterdam,North Holland,North Holland,1054,Netherlands,52.36190947,4.866648671,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,2,40,2,50,110,220,"11,000",within an hour,1,25,94,9,9,10,10,9,9,1054,30,West
4528412,Dennis,2012,12/30,12/30/12,4.54,3109338,Osdorp,Amsterdam,Amsterdam,North Holland,North Holland,1069,Netherlands,52.36445965,4.789627378,Apartment,Entire home/apt,4,1,2,4,Real Bed,95,2,20,3,22,95,285,"6,270",within an hour,0.74,11,86,9,9,9,9,9,8,1069,45,West
4528412,Dennis,2012,12/30,12/30/12,4.54,863448,Centrum-West,Amsterdam,Amsterdam,North Holland,North Holland,1013,Netherlands,52.38309339,4.888550247,Apartment,Entire home/apt,4,1,1,2,Real Bed,75,2,20,3,144,75,225,"32,400",within an hour,0.74,72,89,9,9,9,9,9,9,1013,6,City Center
